obs	site	year	period	treatment	method	cl	notab
2954	BR	2013	After	Control	Snapshot	1	2
2955	BR	2013	After	Control	Snapshot	0	1
2956	BR	2014	After	Control	Snapshot	3	4
2957	BR	2014	After	Control	Snapshot	1	1
2958	BR	2014	After	Control	Snapshot	0	3
2959	BR	2014	After	Control	Snapshot	7	8
2960	BR	2014	After	Control	Snapshot	6	7
2961	BR	2014	After	Control	Snapshot	5	17
2962	BR	2014	After	Control	Snapshot	11	16
2963	BR	2014	After	Control	Snapshot	11	12
2964	BR	2014	After	Control	Snapshot	3	4
2965	BR	2014	After	Control	Snapshot	4	5
2966	BR	2014	After	Control	Snapshot	12	12
2967	BR	2014	After	Control	Snapshot	9	9
2968	BR	2014	After	Control	Snapshot	12	12
2969	BR	2014	After	Control	Snapshot	2	2
2970	BR	2014	After	Control	Snapshot	0	1
2971	BR	2014	After	Control	Snapshot	1	1
2972	BR	2014	After	Control	Snapshot	26	29
2973	BR	2014	After	Control	Snapshot	34	35
2974	BR	2014	After	Control	Snapshot	27	29
2975	BR	2014	After	Control	Snapshot	23	26
2976	BR	2014	After	Control	Snapshot	5	5
2977	BR	2014	After	Control	Snapshot	92	117
2978	BR	2014	After	Control	Snapshot	4	11
2979	BR	2014	After	Control	Snapshot	3	5
2980	BR	2014	After	Control	Snapshot	4	4
2981	BR	2014	After	Control	Snapshot	5	9
2982	BR	2014	After	Control	Snapshot	4	6
2983	BR	2014	After	Control	Snapshot	9	11
2984	BR	2014	After	Control	Snapshot	9	10
2985	BR	2014	After	Control	Snapshot	7	10
2986	BR	2014	After	Control	Snapshot	8	10
2987	BR	2014	After	Control	Snapshot	3	3
2988	BR	2014	After	Control	Snapshot	23	25
2989	BR	2014	After	Control	Snapshot	10	11
2990	BR	2014	After	Control	Snapshot	1	1
2991	BR	2014	After	Control	Snapshot	25	25
2992	BR	2014	After	Control	Snapshot	3	3
2993	BR	2014	After	Control	Snapshot	11	12
2994	BR	2014	After	Control	Snapshot	13	15
2995	BR	2014	After	Control	Snapshot	4	5
2996	BR	2014	After	Control	Snapshot	4	6
2997	BR	2014	After	Control	Snapshot	14	16
2998	BR	2014	After	Control	Snapshot	13	15
2999	BR	2014	After	Control	Snapshot	28	35
3000	BR	2014	After	Control	Snapshot	27	30
3001	BR	2014	After	Control	Snapshot	19	19
3002	BR	2014	After	Control	Snapshot	12	12
3003	BR	2014	After	Control	Snapshot	11	13
3004	BR	2014	After	Control	Snapshot	22	24
3005	BR	2014	After	Control	Snapshot	19	22
3006	BR	2014	After	Control	Snapshot	9	9
3007	BR	2014	After	Control	Snapshot	5	5
3008	BR	2014	After	Control	Snapshot	7	8
3009	BR	2014	After	Control	Snapshot	1	2
3010	BR	2014	After	Control	Snapshot	2	5
3011	BR	2014	After	Control	Snapshot	7	10
3012	BR	2014	After	Control	Snapshot	15	15
3013	BR	2014	After	Control	Snapshot	7	8
3014	BR	2014	After	Control	Snapshot	2	2
3015	BR	2014	After	Control	Snapshot	2	2
3016	BR	2014	After	Control	Snapshot	7	8
3017	BR	2014	After	Control	Snapshot	3	4
3018	BR	2014	After	Control	Snapshot	36	37
3019	BR	2014	After	Control	Snapshot	23	25
3020	BR	2014	After	Control	Snapshot	18	19
3021	BR	2014	After	Control	Snapshot	16	16
3022	BR	2014	After	Control	Snapshot	22	22
3023	BR	2014	After	Control	Snapshot	9	12
3024	BR	2014	After	Control	Snapshot	4	6
3025	BR	2014	After	Control	Snapshot	12	12
3026	BR	2014	After	Control	Snapshot	17	19
3027	BR	2014	After	Control	Snapshot	12	15
3028	BR	2014	After	Control	Snapshot	5	6
3029	BR	2014	After	Control	Snapshot	4	4
3030	BR	2014	After	Control	Snapshot	16	21
3031	BR	2014	After	Control	Snapshot	15	15
3032	BR	2014	After	Control	Snapshot	7	8
3033	BR	2014	After	Control	Snapshot	6	7
3034	BR	2014	After	Control	Snapshot	8	9
3035	BR	2014	After	Control	Snapshot	0	1
3036	BR	2014	After	Control	Snapshot	4	4
3037	BR	2014	After	Control	Snapshot	23	25
3038	BR	2014	After	Control	Snapshot	4	4
3039	BR	2014	After	Control	Snapshot	1	2
3040	BR	2014	After	Control	Snapshot	1	4
3041	BR	2014	After	Control	Snapshot	6	13
3042	BR	2014	After	Control	Snapshot	2	4
3043	BR	2014	After	Control	Snapshot	7	7
3044	BR	2014	After	Control	Snapshot	12	15
3045	BR	2014	After	Control	Snapshot	4	4
3046	BR	2014	After	Control	Snapshot	22	23
3047	BR	2014	After	Control	Snapshot	3	10
3048	BR	2014	After	Control	Snapshot	5	9
3049	BR	2014	After	Control	Snapshot	8	10
3050	BR	2014	After	Control	Snapshot	5	9
3051	BR	2014	After	Control	Snapshot	5	7
3052	BR	2014	After	Control	Snapshot	4	8
3053	BR	2014	After	Control	Snapshot	1	1
3054	BR	2014	After	Control	Snapshot	1	2
3055	BR	2014	After	Control	Snapshot	10	11
3056	BR	2014	After	Control	Snapshot	2	5
3057	BR	2014	After	Control	Snapshot	4	4
3058	BR	2014	After	Control	Snapshot	11	14
3059	BR	2014	After	Control	Snapshot	1	1
3060	BR	2014	After	Control	Snapshot	4	5
3061	BR	2014	After	Control	Snapshot	4	4
3062	BR	2014	After	Control	Snapshot	3	4
3063	BR	2014	After	Control	Snapshot	2	2
3064	BR	2014	After	Control	Snapshot	2	2
3065	BR	2014	After	Control	Snapshot	1	1
3066	BR	2014	After	Control	Snapshot	2	2
3067	BR	2014	After	Control	Snapshot	9	9
3068	BR	2014	After	Control	Snapshot	12	13
3069	BR	2015	After	Control	Snapshot	1	1
3070	BR	2015	After	Control	Snapshot	1	1
3071	BR	2015	After	Control	Snapshot	0	1
3072	BR	2016	After	Control	Snapshot	0	3
3073	BR	2016	After	Control	Snapshot	2	3
3074	BR	2016	After	Control	Snapshot	3	6
3075	BR	2016	After	Control	Snapshot	1	4
3076	BR	2016	After	Control	Snapshot	4	6
3077	BR	2016	After	Control	Snapshot	3	8
3078	BR	2016	After	Control	Snapshot	2	3
3079	BR	2016	After	Control	Snapshot	0	1
3080	BR	2016	After	Control	Snapshot	1	4
3081	BR	2016	After	Control	Snapshot	1	5
3082	BR	2016	After	Control	Snapshot	1	1
3083	BR	2016	After	Control	Snapshot	1	1
3084	BR	2016	After	Control	Snapshot	3	5
3085	BR	2016	After	Control	Snapshot	1	1
3086	BR	2016	After	Control	Snapshot	5	12
3087	BR	2016	After	Control	Snapshot	4	4
3088	BR	2016	After	Control	Snapshot	1	2
3089	BR	2016	After	Control	Snapshot	0	1
3090	BR	2016	After	Control	Snapshot	1	2
3091	BR	2016	After	Control	Snapshot	1	4
3092	BR	2016	After	Control	Snapshot	5	8
3093	BR	2016	After	Control	Snapshot	0	2
3094	BR	2016	After	Control	Snapshot	3	5
3095	BR	2016	After	Control	Snapshot	0	1
3096	BR	2016	After	Control	Snapshot	1	1
3097	BR	2016	After	Control	Snapshot	0	2
3098	BR	2016	After	Control	Snapshot	1	3
3099	BR	2016	After	Control	Snapshot	2	2
3100	BR	2016	After	Control	Snapshot	0	3
3101	BR	2016	After	Control	Snapshot	2	5
3102	BR	2016	After	Control	Snapshot	1	3
3103	BR	2016	After	Control	Snapshot	0	1
3104	BR	2016	After	Control	Snapshot	2	6
3105	BR	2016	After	Control	Snapshot	2	9
3106	BR	2016	After	Control	Snapshot	0	1
3107	BR	2016	After	Control	Snapshot	0	3
3108	BR	2016	After	Control	Snapshot	0	3
3109	BR	2016	After	Control	Snapshot	1	1
3110	BR	2016	After	Control	Snapshot	2	3
3111	BR	2016	After	Control	Snapshot	1	3
3112	BR	2016	After	Control	Snapshot	0	2
3113	BR	2016	After	Control	Snapshot	0	1
3114	BR	2016	After	Control	Snapshot	0	3
3115	BR	2016	After	Control	Snapshot	0	2
3116	BR	2016	After	Control	Snapshot	0	2
3117	BR	2016	After	Control	Snapshot	0	2
3118	BR	2016	After	Control	Snapshot	1	16
3119	BR	2016	After	Control	Snapshot	0	1
3120	BR	2016	After	Control	Snapshot	0	1
3121	BR	2016	After	Control	Snapshot	1	1
3122	BR	2016	After	Control	Snapshot	0	1
3123	BR	2016	After	Control	Snapshot	1	2
3124	BR	2016	After	Control	Snapshot	0	1
3125	BR	2016	After	Control	Snapshot	1	2
3126	BR	2016	After	Control	Snapshot	2	2
3127	BR	2016	After	Control	Snapshot	3	7
3128	BR	2016	After	Control	Snapshot	4	6
3129	BR	2016	After	Control	Snapshot	4	8
3130	BR	2016	After	Control	Snapshot	1	3
3131	BR	2016	After	Control	Snapshot	0	1
3132	BR	2016	After	Control	Snapshot	1	1
3133	BS	2008	Before	Control	Marked racemes	1	1
3134	BS	2008	Before	Control	Marked racemes	1	1
3135	BS	2008	Before	Control	Marked racemes	4	4
3136	BS	2008	Before	Control	Marked racemes	2	2
3137	BS	2008	Before	Control	Marked racemes	1	1
3138	BS	2008	Before	Control	Marked racemes	2	3
3139	BS	2008	Before	Control	Marked racemes	1	1
3140	BS	2008	Before	Control	Marked racemes	4	4
3141	BS	2008	Before	Control	Marked racemes	3	3
3142	BS	2008	Before	Control	Marked racemes	3	3
3143	BS	2008	Before	Control	Marked racemes	1	1
3144	BS	2008	Before	Control	Marked racemes	1	1
3145	BS	2010	Before	Control	Snapshot	1	1
3146	BS	2010	Before	Control	Snapshot	2	2
3147	BS	2010	Before	Control	Snapshot	1	1
3148	BS	2010	Before	Control	Snapshot	0	3
3149	BS	2010	Before	Control	Snapshot	1	1
3150	BS	2010	Before	Control	Snapshot	0	1
3151	BS	2010	Before	Control	Snapshot	5	6
3152	BS	2011	After	Control	Snapshot	2	5
3153	BS	2011	After	Control	Snapshot	0	1
3154	BS	2011	After	Control	Snapshot	0	1
3155	BS	2011	After	Control	Snapshot	1	1
3156	BS	2011	After	Control	Snapshot	0	5
3157	BS	2011	After	Control	Snapshot	0	1
3158	BS	2011	After	Control	Snapshot	1	5
3159	BS	2011	After	Control	Snapshot	0	2
3160	BS	2011	After	Control	Snapshot	10	15
3161	BS	2011	After	Control	Snapshot	2	7
3162	BS	2011	After	Control	Snapshot	2	6
3163	BS	2011	After	Control	Snapshot	1	8
3164	BS	2011	After	Control	Snapshot	3	8
3165	BS	2011	After	Control	Snapshot	5	7
3166	BS	2011	After	Control	Snapshot	0	5
3167	BS	2011	After	Control	Snapshot	2	4
3168	BS	2011	After	Control	Snapshot	0	5
3169	BS	2011	After	Control	Snapshot	0	7
3170	BS	2011	After	Control	Snapshot	2	2
3171	BS	2011	After	Control	Snapshot	4	6
3172	BS	2011	After	Control	Snapshot	0	5
3173	BS	2011	After	Control	Snapshot	4	18
3174	BS	2011	After	Control	Snapshot	0	2
3175	BS	2011	After	Control	Snapshot	0	3
3176	BS	2011	After	Control	Snapshot	2	3
3177	BS	2011	After	Control	Snapshot	0	6
3178	BS	2011	After	Control	Snapshot	0	5
3179	BS	2011	After	Control	Snapshot	0	6
3180	BS	2011	After	Control	Snapshot	0	5
3181	BS	2011	After	Control	Snapshot	3	6
3182	BS	2011	After	Control	Snapshot	6	12
3183	BS	2011	After	Control	Snapshot	0	3
3184	BS	2011	After	Control	Snapshot	0	1
3185	BS	2011	After	Control	Snapshot	0	3
3186	BS	2011	After	Control	Snapshot	0	7
3187	BS	2011	After	Control	Snapshot	2	6
3188	BS	2011	After	Control	Snapshot	6	13
3189	BS	2011	After	Control	Snapshot	1	3
3190	BS	2011	After	Control	Snapshot	2	4
3191	BS	2011	After	Control	Snapshot	1	4
3192	BS	2011	After	Control	Snapshot	0	2
3193	BS	2011	After	Control	Snapshot	1	15
3194	BS	2011	After	Control	Snapshot	2	6
3195	BS	2011	After	Control	Snapshot	0	2
3196	BS	2011	After	Control	Snapshot	3	5
3197	BS	2011	After	Control	Snapshot	0	1
3198	BS	2011	After	Control	Snapshot	0	2
3199	BS	2011	After	Control	Snapshot	0	2
3200	BS	2011	After	Control	Snapshot	0	2
3201	BS	2011	After	Control	Snapshot	0	3
3202	BS	2011	After	Control	Snapshot	5	7
3203	BS	2011	After	Control	Marked racemes	2	2
3204	BS	2011	After	Control	Marked racemes	1	1
3205	BS	2011	After	Control	Marked racemes	2	2
3206	BS	2011	After	Control	Marked racemes	1	1
3207	BS	2011	After	Control	Marked racemes	3	4
3208	BS	2011	After	Control	Marked racemes	1	2
3209	BS	2011	After	Control	Marked racemes	2	3
3210	BS	2011	After	Control	Marked racemes	3	3
3211	BS	2011	After	Control	Marked racemes	2	3
3212	BS	2011	After	Control	Marked racemes	2	2
3213	BS	2011	After	Control	Marked racemes	1	1
3214	BS	2011	After	Control	Marked racemes	3	4
3215	BS	2011	After	Control	Marked racemes	5	5
3216	BS	2011	After	Control	Marked racemes	3	3
3217	BS	2011	After	Control	Marked racemes	1	1
3218	BS	2011	After	Control	Marked racemes	0	1
3219	BS	2011	After	Control	Marked racemes	4	5
3220	BS	2011	After	Control	Marked racemes	5	5
3221	BS	2011	After	Control	Marked racemes	6	6
3222	BS	2011	After	Control	Marked racemes	2	2
3223	BS	2011	After	Control	Marked racemes	6	6
3224	BS	2011	After	Control	Marked racemes	1	1
3225	BS	2011	After	Control	Marked racemes	6	6
3226	BS	2011	After	Control	Marked racemes	2	3
3227	BS	2011	After	Control	Marked racemes	1	1
3228	BS	2011	After	Control	Marked racemes	1	1
3229	BS	2011	After	Control	Marked racemes	1	3
3230	BS	2011	After	Control	Marked racemes	0	1
3231	BS	2011	After	Control	Marked racemes	6	6
3232	BS	2011	After	Control	Marked racemes	1	1
3233	BS	2011	After	Control	Marked racemes	1	1
3234	BS	2011	After	Control	Marked racemes	1	2
3235	BS	2013	After	Control	Snapshot	1	1
3236	BS	2013	After	Control	Snapshot	2	3
3237	BS	2013	After	Control	Snapshot	2	2
3238	BS	2013	After	Control	Snapshot	5	6
3239	BS	2013	After	Control	Snapshot	5	5
3240	BS	2013	After	Control	Snapshot	0	9
3241	BS	2013	After	Control	Snapshot	4	6
3242	BS	2013	After	Control	Snapshot	0	6
3243	BS	2013	After	Control	Snapshot	3	4
3244	BS	2013	After	Control	Snapshot	2	3
3245	BS	2013	After	Control	Snapshot	9	9
3246	BS	2013	After	Control	Snapshot	1	6
3247	BS	2013	After	Control	Snapshot	2	2
3248	BS	2013	After	Control	Snapshot	1	2
3249	BS	2013	After	Control	Snapshot	0	3
3250	BS	2013	After	Control	Snapshot	1	1
3251	BS	2013	After	Control	Snapshot	3	5
3252	BS	2013	After	Control	Snapshot	2	2
3253	BS	2013	After	Control	Snapshot	5	6
3254	BS	2013	After	Control	Snapshot	3	6
3255	BS	2013	After	Control	Snapshot	0	2
3256	BS	2013	After	Control	Snapshot	1	3
3257	BS	2013	After	Control	Snapshot	1	8
3258	BS	2013	After	Control	Snapshot	3	5
3259	BS	2013	After	Control	Snapshot	1	1
3260	BS	2013	After	Control	Snapshot	5	8
3261	BS	2013	After	Control	Snapshot	0	2
3262	BS	2013	After	Control	Snapshot	1	1
3263	BS	2013	After	Control	Snapshot	2	3
3264	BS	2013	After	Control	Snapshot	1	2
3265	BS	2013	After	Control	Snapshot	0	2
3266	BS	2013	After	Control	Snapshot	1	4
3267	BS	2013	After	Control	Snapshot	2	3
3268	BS	2013	After	Control	Snapshot	13	14
3269	BS	2013	After	Control	Snapshot	1	1
3270	BS	2013	After	Control	Snapshot	2	4
3271	BS	2013	After	Control	Snapshot	0	1
3272	BS	2013	After	Control	Snapshot	0	1
3273	BS	2013	After	Control	Snapshot	0	1
3274	BS	2014	After	Control	Snapshot	3	5
3275	BS	2014	After	Control	Snapshot	4	4
3276	BS	2014	After	Control	Snapshot	4	4
3277	BS	2014	After	Control	Snapshot	4	5
3278	BS	2014	After	Control	Snapshot	2	2
3279	BS	2014	After	Control	Snapshot	5	5
3280	BS	2014	After	Control	Snapshot	4	4
3281	BS	2014	After	Control	Snapshot	16	16
3282	BS	2014	After	Control	Snapshot	8	9
3283	BS	2014	After	Control	Snapshot	1	2
3284	BS	2014	After	Control	Snapshot	22	22
3285	BS	2014	After	Control	Snapshot	1	2
3286	BS	2014	After	Control	Snapshot	13	14
3287	BS	2014	After	Control	Snapshot	5	5
3288	BS	2014	After	Control	Snapshot	3	3
3289	BS	2014	After	Control	Snapshot	7	7
3290	BS	2014	After	Control	Snapshot	1	1
3291	BS	2014	After	Control	Snapshot	5	5
3292	BS	2014	After	Control	Snapshot	2	2
3293	BS	2014	After	Control	Snapshot	4	6
3294	BS	2014	After	Control	Snapshot	7	11
3295	BS	2014	After	Control	Snapshot	5	5
3296	BS	2014	After	Control	Snapshot	2	4
3297	BS	2014	After	Control	Snapshot	1	1
3298	BS	2014	After	Control	Snapshot	18	18
3299	BS	2014	After	Control	Snapshot	4	7
3300	BS	2014	After	Control	Snapshot	6	7
3301	BS	2014	After	Control	Snapshot	7	8
3302	BS	2014	After	Control	Snapshot	1	1
3303	BS	2014	After	Control	Snapshot	3	3
3304	BS	2014	After	Control	Snapshot	1	1
3305	BS	2014	After	Control	Snapshot	6	6
3306	BS	2014	After	Control	Snapshot	7	7
3307	BS	2014	After	Control	Snapshot	5	6
3308	BS	2014	After	Control	Snapshot	1	1
3309	BS	2014	After	Control	Snapshot	6	6
3310	BS	2014	After	Control	Snapshot	2	2
3311	BS	2014	After	Control	Snapshot	4	4
3312	BS	2014	After	Control	Snapshot	1	2
3313	BS	2014	After	Control	Snapshot	1	1
3314	BS	2014	After	Control	Snapshot	2	2
3315	BS	2014	After	Control	Snapshot	2	2
3316	BS	2014	After	Control	Snapshot	3	4
3317	BS	2014	After	Control	Snapshot	0	3
3318	BS	2014	After	Control	Snapshot	2	3
3319	BS	2014	After	Control	Snapshot	0	3
3320	BS	2015	After	Control	Snapshot	0	1
3321	BS	2015	After	Control	Snapshot	1	1
3322	BS	2015	After	Control	Snapshot	2	5
3323	BS	2015	After	Control	Snapshot	1	1
3324	BS	2016	After	Control	Snapshot	1	2
3325	BS	2016	After	Control	Snapshot	7	14
3326	BS	2016	After	Control	Snapshot	1	7
3327	BS	2016	After	Control	Snapshot	4	4
3328	BS	2016	After	Control	Snapshot	1	5
3329	BS	2016	After	Control	Snapshot	1	7
3330	BS	2016	After	Control	Snapshot	5	7
3331	BS	2016	After	Control	Snapshot	0	4
3332	BS	2016	After	Control	Snapshot	1	2
3333	BS	2016	After	Control	Snapshot	0	1
3334	BS	2016	After	Control	Snapshot	0	3
3335	BS	2016	After	Control	Snapshot	1	2
3336	BS	2016	After	Control	Snapshot	0	2
3337	BS	2016	After	Control	Snapshot	0	1
3338	BS	2016	After	Control	Snapshot	3	5
3339	BS	2016	After	Control	Snapshot	4	11
3340	BS	2016	After	Control	Snapshot	1	2
3341	BS	2016	After	Control	Snapshot	0	1
3342	DR	2010	Before	Control	Snapshot	3	3
3343	DR	2010	Before	Control	Snapshot	2	3
3344	DR	2010	Before	Control	Snapshot	4	6
3345	DR	2010	Before	Control	Snapshot	4	7
3346	DR	2010	Before	Control	Snapshot	0	1
3347	DR	2010	Before	Control	Snapshot	0	1
3348	DR	2010	Before	Control	Snapshot	6	7
3349	DR	2010	Before	Control	Snapshot	19	21
3350	DR	2010	Before	Control	Snapshot	5	5
3351	DR	2010	Before	Control	Snapshot	4	4
3352	DR	2010	Before	Control	Snapshot	5	5
3353	DR	2010	Before	Control	Snapshot	4	5
3354	DR	2010	Before	Control	Snapshot	7	7
3355	DR	2010	Before	Control	Snapshot	7	9
3356	DR	2010	Before	Control	Snapshot	4	8
3357	DR	2010	Before	Control	Snapshot	4	9
3358	DR	2010	Before	Control	Snapshot	2	4
3359	DR	2010	Before	Control	Snapshot	6	6
3360	DR	2010	Before	Control	Snapshot	5	5
3361	DR	2010	Before	Control	Snapshot	10	13
3362	DR	2010	Before	Control	Snapshot	13	16
3363	DR	2010	Before	Control	Snapshot	3	5
3364	DR	2010	Before	Control	Snapshot	4	4
3365	DR	2010	Before	Control	Snapshot	8	14
3366	DR	2010	Before	Control	Snapshot	6	8
3367	DR	2010	Before	Control	Snapshot	3	4
3368	DR	2010	Before	Control	Snapshot	2	3
3369	DR	2010	Before	Control	Snapshot	2	4
3370	DR	2010	Before	Control	Snapshot	0	1
3371	DR	2010	Before	Control	Snapshot	3	3
3372	DR	2010	Before	Control	Snapshot	3	8
3373	DR	2010	Before	Control	Snapshot	2	2
3374	DR	2011	After	Control	Snapshot	7	35
3375	DR	2011	After	Control	Snapshot	0	4
3376	DR	2011	After	Control	Snapshot	1	38
3377	DR	2011	After	Control	Snapshot	1	12
3378	DR	2011	After	Control	Snapshot	0	2
3379	DR	2011	After	Control	Snapshot	0	8
3380	DR	2011	After	Control	Snapshot	0	10
3381	DR	2011	After	Control	Snapshot	0	11
3382	DR	2011	After	Control	Snapshot	0	9
3383	DR	2011	After	Control	Snapshot	0	19
3384	DR	2011	After	Control	Snapshot	0	11
3385	DR	2011	After	Control	Snapshot	0	9
3386	DR	2011	After	Control	Snapshot	0	8
3387	DR	2011	After	Control	Snapshot	0	3
3388	DR	2011	After	Control	Snapshot	0	10
3389	DR	2011	After	Control	Snapshot	0	3
3390	DR	2011	After	Control	Snapshot	17	37
3391	DR	2011	After	Control	Snapshot	5	14
3392	DR	2011	After	Control	Snapshot	2	18
3393	DR	2011	After	Control	Snapshot	30	42
3394	DR	2011	After	Control	Snapshot	3	5
3395	DR	2011	After	Control	Snapshot	0	8
3396	DR	2011	After	Control	Snapshot	0	7
3397	DR	2011	After	Control	Snapshot	0	4
3398	DR	2011	After	Control	Snapshot	0	2
3399	DR	2011	After	Control	Snapshot	0	2
3400	DR	2011	After	Control	Snapshot	0	1
3401	DR	2011	After	Control	Snapshot	1	4
3402	DR	2011	After	Control	Snapshot	0	1
3403	DR	2011	After	Control	Snapshot	0	4
3404	DR	2011	After	Control	Snapshot	11	23
3405	DR	2011	After	Control	Snapshot	2	10
3406	DR	2011	After	Control	Snapshot	0	1
3407	DR	2011	After	Control	Snapshot	0	3
3408	DR	2011	After	Control	Snapshot	0	1
3409	DR	2011	After	Control	Snapshot	4	10
3410	DR	2011	After	Control	Snapshot	0	1
3411	DR	2011	After	Control	Snapshot	0	4
3412	DR	2011	After	Control	Snapshot	15	26
3413	DR	2011	After	Control	Snapshot	5	9
3414	DR	2011	After	Control	Snapshot	1	15
3415	DR	2011	After	Control	Snapshot	1	6
3416	DR	2011	After	Control	Marked racemes	1	4
3417	DR	2011	After	Control	Marked racemes	0	4
3418	DR	2011	After	Control	Marked racemes	0	10
3419	DR	2011	After	Control	Marked racemes	7	15
3420	DR	2011	After	Control	Marked racemes	1	5
3421	DR	2011	After	Control	Marked racemes	5	7
3422	DR	2011	After	Control	Marked racemes	0	6
3423	DR	2011	After	Control	Marked racemes	0	2
3424	DR	2011	After	Control	Marked racemes	2	9
3425	DR	2011	After	Control	Marked racemes	2	6
3426	DR	2011	After	Control	Marked racemes	4	5
3427	DR	2011	After	Control	Marked racemes	3	7
3428	DR	2011	After	Control	Marked racemes	1	2
3429	DR	2011	After	Control	Marked racemes	0	1
3430	DR	2011	After	Control	Marked racemes	3	4
3431	DR	2011	After	Control	Marked racemes	1	4
3432	DR	2011	After	Control	Marked racemes	1	2
3433	DR	2011	After	Control	Marked racemes	1	2
3434	DR	2011	After	Control	Marked racemes	0	3
3435	DR	2011	After	Control	Marked racemes	0	1
3436	DR	2011	After	Control	Marked racemes	4	6
3437	DR	2011	After	Control	Marked racemes	0	3
3438	DR	2011	After	Control	Marked racemes	10	13
3439	DR	2011	After	Control	Marked racemes	3	3
3440	DR	2011	After	Control	Marked racemes	4	9
3441	DR	2011	After	Control	Marked racemes	8	8
3442	DR	2011	After	Control	Marked racemes	0	8
3443	DR	2011	After	Control	Marked racemes	1	3
3444	DR	2011	After	Control	Marked racemes	0	3
3445	DR	2011	After	Control	Marked racemes	0	2
3446	DR	2011	After	Control	Marked racemes	0	2
3447	DR	2011	After	Control	Marked racemes	2	4
3448	DR	2011	After	Control	Marked racemes	0	1
3449	DR	2011	After	Control	Marked racemes	2	2
3450	DR	2011	After	Control	Marked racemes	15	17
3451	DR	2011	After	Control	Marked racemes	4	4
3452	DR	2011	After	Control	Marked racemes	1	2
3453	DR	2011	After	Control	Marked racemes	0	1
3454	DR	2011	After	Control	Marked racemes	4	4
3455	DR	2011	After	Control	Marked racemes	2	10
3456	DR	2011	After	Control	Marked racemes	0	5
3457	DR	2011	After	Control	Marked racemes	0	4
3458	DR	2011	After	Control	Marked racemes	2	2
3459	DR	2011	After	Control	Marked racemes	0	2
3460	DR	2011	After	Control	Marked racemes	7	8
3461	DR	2011	After	Control	Marked racemes	1	3
3462	DR	2013	After	Control	Snapshot	15	17
3463	DR	2013	After	Control	Snapshot	11	11
3464	DR	2013	After	Control	Snapshot	13	15
3465	DR	2013	After	Control	Snapshot	10	24
3466	DR	2013	After	Control	Snapshot	5	5
3467	DR	2013	After	Control	Snapshot	1	2
3468	DR	2013	After	Control	Snapshot	13	18
3469	DR	2013	After	Control	Snapshot	18	25
3470	DR	2013	After	Control	Snapshot	4	5
3471	DR	2013	After	Control	Snapshot	5	5
