obs	site	year	period	treatment	method	cl	notab
2390	ATT	2014	After	Control	Snapshot	2	3
2391	ATT	2014	After	Control	Snapshot	2	2
2392	ATT	2014	After	Control	Snapshot	1	1
2393	ATT	2014	After	Control	Snapshot	3	3
2394	ATT	2014	After	Control	Snapshot	0	1
2395	ATT	2014	After	Control	Snapshot	0	1
2396	ATT	2014	After	Control	Snapshot	0	1
2397	ATT	2014	After	Control	Snapshot	2	2
2398	ATT	2014	After	Control	Snapshot	0	2
2399	ATT	2014	After	Control	Snapshot	5	7
2400	ATT	2014	After	Control	Snapshot	0	1
2401	ATT	2014	After	Control	Snapshot	2	3
2402	ATT	2014	After	Control	Snapshot	0	1
2403	ATT	2014	After	Control	Snapshot	2	3
2404	ATT	2014	After	Control	Snapshot	1	2
2405	ATT	2014	After	Control	Snapshot	1	1
2406	ATT	2014	After	Control	Snapshot	5	7
2407	ATT	2014	After	Control	Snapshot	1	1
2408	ATT	2014	After	Control	Snapshot	2	2
2409	ATT	2014	After	Control	Snapshot	5	9
2410	ATT	2014	After	Control	Snapshot	3	5
2411	ATT	2014	After	Control	Snapshot	1	1
2412	ATT	2014	After	Control	Snapshot	1	5
2413	ATT	2014	After	Control	Snapshot	1	1
2414	ATT	2014	After	Control	Snapshot	2	6
2415	ATT	2014	After	Control	Snapshot	5	6
2416	ATT	2014	After	Control	Snapshot	2	5
2417	ATT	2014	After	Control	Snapshot	1	2
2418	ATT	2014	After	Control	Snapshot	1	1
2419	ATT	2014	After	Control	Snapshot	3	3
2420	ATT	2014	After	Control	Snapshot	1	2
2421	ATT	2014	After	Control	Snapshot	1	1
2422	ATT	2014	After	Control	Snapshot	4	9
2423	ATT	2014	After	Control	Snapshot	7	7
2424	ATT	2014	After	Control	Snapshot	0	1
2425	ATT	2014	After	Control	Snapshot	0	1
2426	ATT	2014	After	Control	Snapshot	2	13
2427	ATT	2014	After	Control	Snapshot	1	1
2428	ATT	2015	After	Control	Snapshot	1	11
2429	ATT	2015	After	Control	Snapshot	0	3
2430	ATT	2015	After	Control	Snapshot	1	3
2431	ATT	2015	After	Control	Snapshot	0	1
2432	ATT	2015	After	Control	Snapshot	0	1
2433	ATT	2015	After	Control	Snapshot	0	2
2434	ATT	2015	After	Control	Snapshot	0	1
2435	ATT	2015	After	Control	Snapshot	0	4
2436	ATT	2015	After	Control	Snapshot	0	4
2437	ATT	2015	After	Control	Snapshot	0	10
2438	ATT	2015	After	Control	Snapshot	0	1
2439	ATT	2015	After	Control	Snapshot	0	1
2440	ATT	2015	After	Control	Snapshot	0	2
2441	ATT	2015	After	Control	Snapshot	0	3
2442	ATT	2015	After	Control	Snapshot	0	3
2443	ATT	2015	After	Control	Snapshot	0	2
2444	ATT	2015	After	Control	Snapshot	2	2
2445	ATT	2015	After	Control	Snapshot	0	1
2446	ATT	2015	After	Control	Snapshot	0	2
2447	ATT	2015	After	Control	Snapshot	0	2
2448	ATT	2015	After	Control	Snapshot	0	1
2449	ATT	2015	After	Control	Snapshot	0	1
2450	ATT	2015	After	Control	Snapshot	0	1
2451	ATT	2015	After	Control	Snapshot	0	1
2452	ATT	2015	After	Control	Snapshot	0	1
2453	ATT	2015	After	Control	Snapshot	1	3
2454	ATT	2015	After	Control	Snapshot	0	4
2455	ATT	2015	After	Control	Snapshot	0	2
2456	ATT	2015	After	Control	Snapshot	0	4
2457	ATT	2015	After	Control	Snapshot	0	2
2458	ATT	2015	After	Control	Snapshot	0	1
2459	ATT	2015	After	Control	Snapshot	0	1
2460	ATT	2015	After	Control	Snapshot	0	4
2461	ATT	2015	After	Control	Snapshot	0	2
2462	ATT	2015	After	Control	Snapshot	0	1
2463	ATT	2015	After	Control	Snapshot	0	4
2464	ATT	2015	After	Control	Snapshot	0	7
2465	ATT	2015	After	Control	Snapshot	2	9
2466	ATT	2015	After	Control	Snapshot	1	2
2467	ATT	2015	After	Control	Snapshot	4	5
2468	ATT	2015	After	Control	Snapshot	1	1
2469	ATT	2015	After	Control	Snapshot	0	4
2470	ATT	2015	After	Control	Snapshot	0	3
2471	ATT	2015	After	Control	Snapshot	0	1
2472	ATT	2015	After	Control	Snapshot	0	1
2473	ATT	2015	After	Control	Snapshot	0	1
2474	ATT	2016	After	Control	Snapshot	0	3
2475	ATT	2016	After	Control	Snapshot	0	3
2476	ATT	2016	After	Control	Snapshot	3	10
2477	ATT	2016	After	Control	Snapshot	1	12
2478	ATT	2016	After	Control	Snapshot	0	17
2479	ATT	2016	After	Control	Snapshot	0	9
2480	ATT	2016	After	Control	Snapshot	0	4
2481	ATT	2016	After	Control	Snapshot	3	5
2482	ATT	2016	After	Control	Snapshot	0	5
2483	ATT	2016	After	Control	Snapshot	4	6
2484	ATT	2016	After	Control	Snapshot	0	3
2485	ATT	2016	After	Control	Snapshot	0	2
2486	ATT	2016	After	Control	Snapshot	4	11
2487	ATT	2016	After	Control	Snapshot	2	4
2488	ATT	2016	After	Control	Snapshot	0	2
2489	ATT	2016	After	Control	Snapshot	1	2
2490	ATT	2016	After	Control	Snapshot	1	11
2491	ATT	2016	After	Control	Snapshot	0	4
2492	ATT	2016	After	Control	Snapshot	1	13
2493	ATT	2016	After	Control	Snapshot	1	3
2494	ATT	2016	After	Control	Snapshot	0	4
2495	ATT	2016	After	Control	Snapshot	1	1
2496	ATT	2016	After	Control	Snapshot	0	6
2497	ATT	2016	After	Control	Snapshot	4	10
2498	ATT	2016	After	Control	Snapshot	0	3
2499	ATT	2016	After	Control	Snapshot	0	1
2500	ATT	2016	After	Control	Snapshot	0	1
2501	ATT	2016	After	Control	Snapshot	0	2
2502	ATT	2016	After	Control	Snapshot	11	19
2503	ATT	2016	After	Control	Snapshot	5	7
2504	ATT	2016	After	Control	Snapshot	0	3
2505	ATT	2016	After	Control	Snapshot	0	7
2506	ATT	2016	After	Control	Snapshot	3	16
2507	ATT	2016	After	Control	Snapshot	0	1
2508	ATT	2016	After	Control	Snapshot	1	7
2509	ATT	2016	After	Control	Snapshot	0	2
2510	ATT	2016	After	Control	Snapshot	1	3
2511	ATT	2016	After	Control	Snapshot	0	5
2512	ATT	2016	After	Control	Snapshot	3	11
2513	ATT	2016	After	Control	Snapshot	0	3
2514	ATT	2016	After	Control	Snapshot	0	5
2515	ATT	2016	After	Control	Snapshot	0	2
2516	ATT	2016	After	Control	Snapshot	0	1
2517	ATT	2016	After	Control	Snapshot	0	8
2518	ATT	2016	After	Control	Snapshot	1	6
2519	ATT	2016	After	Control	Snapshot	0	3
2520	ATT	2016	After	Control	Snapshot	1	5
2521	ATT	2016	After	Control	Snapshot	1	4
2522	ATT	2016	After	Control	Snapshot	0	4
2523	ATT	2016	After	Control	Snapshot	0	1
2524	ATT	2016	After	Control	Snapshot	1	2
2525	ATT	2016	After	Control	Snapshot	1	3
2526	ATT	2016	After	Control	Snapshot	1	12
2527	ATT	2016	After	Control	Snapshot	0	1
2528	ATT	2016	After	Control	Snapshot	0	2
2529	ATT	2016	After	Control	Snapshot	0	9
2530	ATT	2016	After	Control	Snapshot	1	4
2531	ATT	2016	After	Control	Snapshot	0	6
2532	ATT	2016	After	Control	Snapshot	0	4
2533	ATT	2016	After	Control	Snapshot	0	3
2534	ATT	2016	After	Control	Snapshot	0	35
2535	ATT	2016	After	Control	Snapshot	1	4
2536	ATT	2016	After	Control	Snapshot	0	23
2537	ATT	2016	After	Control	Snapshot	0	2
2538	ATT	2016	After	Control	Snapshot	0	5
2539	ATT	2016	After	Control	Snapshot	0	1
2540	ATT	2016	After	Control	Snapshot	0	2
2541	ATT	2016	After	Control	Snapshot	0	1
2542	ATT	2016	After	Control	Snapshot	2	3
2543	ATT	2016	After	Control	Snapshot	0	2
2544	ATT	2016	After	Control	Snapshot	0	2
2545	ATT	2016	After	Control	Snapshot	0	2
2546	ATT	2016	After	Control	Snapshot	0	1
2547	ATT	2016	After	Control	Snapshot	0	1
2548	ATT	2016	After	Control	Snapshot	0	2
2549	ATT	2016	After	Control	Snapshot	0	1
2550	ATT	2016	After	Control	Snapshot	0	2
2551	ATT	2016	After	Control	Snapshot	1	3
2552	ATT	2016	After	Control	Snapshot	0	2
2553	ATT	2016	After	Control	Snapshot	0	2
2554	ATT	2016	After	Control	Snapshot	3	4
2555	ATT	2016	After	Control	Snapshot	0	1
2556	ATT	2016	After	Control	Snapshot	0	2
2557	ATT	2016	After	Control	Snapshot	0	1
2558	ATT	2016	After	Control	Snapshot	0	3
2559	ATT	2016	After	Control	Snapshot	0	2
2560	ATT	2016	After	Control	Snapshot	0	1
2561	ATT	2016	After	Control	Snapshot	1	1
2562	ATT	2016	After	Control	Snapshot	1	5
2563	ATT	2016	After	Control	Snapshot	0	4
2564	ATT	2016	After	Control	Snapshot	0	2
2565	ATT	2016	After	Control	Snapshot	0	2
2566	ATT	2016	After	Control	Snapshot	1	3
2567	ATT	2016	After	Control	Snapshot	1	1
2568	ATT	2016	After	Control	Snapshot	0	1
2569	ATT	2016	After	Control	Snapshot	0	2
2570	ATT	2016	After	Control	Snapshot	0	1
2571	ATT	2016	After	Control	Snapshot	0	3
2572	ATT	2016	After	Control	Snapshot	1	2
2573	ATT	2016	After	Control	Snapshot	0	30
2574	ATT	2016	After	Control	Snapshot	2	23
2575	ATT	2016	After	Control	Snapshot	0	2
2576	ATT	2016	After	Control	Snapshot	1	21
2577	ATT	2016	After	Control	Snapshot	6	24
2578	ATT	2016	After	Control	Snapshot	1	5
2579	ATT	2016	After	Control	Snapshot	0	4
2580	ATT	2016	After	Control	Snapshot	0	1
2581	ATT	2016	After	Control	Snapshot	0	10
2582	ATT	2016	After	Control	Snapshot	0	2
2583	ATT	2016	After	Control	Snapshot	0	6
2584	ATT	2016	After	Control	Snapshot	0	2
2585	ATT	2016	After	Control	Snapshot	0	6
2586	ATT	2016	After	Control	Snapshot	0	2
2587	ATT	2016	After	Control	Snapshot	0	1
2588	ATT	2016	After	Control	Snapshot	0	1
2589	ATT	2016	After	Control	Snapshot	0	1
2590	ATT	2016	After	Control	Snapshot	0	1
2591	ATT	2016	After	Control	Snapshot	0	2
2592	ATT	2016	After	Control	Snapshot	0	2
2593	ATT	2016	After	Control	Snapshot	0	1
2594	ATT	2016	After	Control	Snapshot	0	2
2595	ATT	2016	After	Control	Snapshot	0	1
2596	ATT	2016	After	Control	Snapshot	0	3
2597	ATT	2016	After	Control	Snapshot	0	2
2598	ATT	2016	After	Control	Snapshot	0	2
2599	ATT	2016	After	Control	Snapshot	0	3
2600	ATT	2016	After	Control	Snapshot	0	1
2601	ATT	2016	After	Control	Snapshot	0	4
2602	ATT	2016	After	Control	Snapshot	0	2
2603	BR	2008	Before	Control	Marked racemes	2	4
2604	BR	2008	Before	Control	Marked racemes	4	4
2605	BR	2008	Before	Control	Marked racemes	4	4
2606	BR	2008	Before	Control	Marked racemes	2	2
2607	BR	2008	Before	Control	Marked racemes	2	2
2608	BR	2008	Before	Control	Marked racemes	2	2
2609	BR	2008	Before	Control	Marked racemes	1	1
2610	BR	2008	Before	Control	Marked racemes	2	3
2611	BR	2008	Before	Control	Marked racemes	4	4
2612	BR	2008	Before	Control	Marked racemes	2	2
2613	BR	2008	Before	Control	Marked racemes	2	2
2614	BR	2008	Before	Control	Marked racemes	3	3
2615	BR	2008	Before	Control	Marked racemes	1	1
2616	BR	2008	Before	Control	Marked racemes	1	1
2617	BR	2008	Before	Control	Marked racemes	1	1
2618	BR	2008	Before	Control	Marked racemes	2	2
2619	BR	2008	Before	Control	Marked racemes	1	1
2620	BR	2008	Before	Control	Marked racemes	1	1
2621	BR	2008	Before	Control	Marked racemes	1	3
2622	BR	2008	Before	Control	Marked racemes	1	1
2623	BR	2008	Before	Control	Marked racemes	1	1
2624	BR	2008	Before	Control	Marked racemes	1	1
2625	BR	2008	Before	Control	Marked racemes	1	1
2626	BR	2008	Before	Control	Marked racemes	1	1
2627	BR	2008	Before	Control	Marked racemes	1	1
2628	BR	2009	Before	Control	Marked racemes	1	1
2629	BR	2009	Before	Control	Marked racemes	0	1
2630	BR	2009	Before	Control	Marked racemes	1	1
2631	BR	2009	Before	Control	Marked racemes	4	4
2632	BR	2009	Before	Control	Marked racemes	3	3
2633	BR	2009	Before	Control	Marked racemes	3	3
2634	BR	2009	Before	Control	Marked racemes	1	1
2635	BR	2009	Before	Control	Marked racemes	1	1
2636	BR	2009	Before	Control	Marked racemes	1	1
2637	BR	2009	Before	Control	Marked racemes	2	2
2638	BR	2009	Before	Control	Marked racemes	1	1
2639	BR	2009	Before	Control	Marked racemes	2	3
2640	BR	2009	Before	Control	Marked racemes	1	1
2641	BR	2009	Before	Control	Marked racemes	5	5
2642	BR	2009	Before	Control	Marked racemes	2	2
2643	BR	2009	Before	Control	Marked racemes	1	1
2644	BR	2009	Before	Control	Marked racemes	7	7
2645	BR	2009	Before	Control	Marked racemes	1	1
2646	BR	2009	Before	Control	Marked racemes	3	3
2647	BR	2009	Before	Control	Marked racemes	4	5
2648	BR	2009	Before	Control	Marked racemes	4	5
2649	BR	2009	Before	Control	Marked racemes	1	1
2650	BR	2009	Before	Control	Marked racemes	1	1
2651	BR	2009	Before	Control	Marked racemes	0	1
2652	BR	2009	Before	Control	Marked racemes	2	2
2653	BR	2009	Before	Control	Marked racemes	1	1
2654	BR	2009	Before	Control	Marked racemes	3	3
2655	BR	2009	Before	Control	Marked racemes	1	1
2656	BR	2009	Before	Control	Marked racemes	3	3
2657	BR	2009	Before	Control	Marked racemes	5	5
2658	BR	2009	Before	Control	Marked racemes	2	3
2659	BR	2009	Before	Control	Marked racemes	3	3
2660	BR	2010	Before	Control	Snapshot	11	13
2661	BR	2010	Before	Control	Snapshot	1	8
2662	BR	2010	Before	Control	Snapshot	1	4
2663	BR	2010	Before	Control	Snapshot	3	4
2664	BR	2010	Before	Control	Snapshot	4	4
2665	BR	2010	Before	Control	Snapshot	4	4
2666	BR	2010	Before	Control	Snapshot	5	6
2667	BR	2010	Before	Control	Snapshot	3	3
2668	BR	2010	Before	Control	Snapshot	17	18
2669	BR	2010	Before	Control	Snapshot	3	3
2670	BR	2010	Before	Control	Snapshot	3	5
2671	BR	2010	Before	Control	Snapshot	1	1
2672	BR	2010	Before	Control	Snapshot	1	1
2673	BR	2010	Before	Control	Snapshot	1	1
2674	BR	2010	Before	Control	Snapshot	2	2
2675	BR	2010	Before	Control	Snapshot	3	3
2676	BR	2010	Before	Control	Snapshot	1	1
2677	BR	2010	Before	Control	Snapshot	4	7
2678	BR	2010	Before	Control	Snapshot	10	12
2679	BR	2010	Before	Control	Snapshot	1	5
2680	BR	2010	Before	Control	Snapshot	2	3
2681	BR	2010	Before	Control	Snapshot	4	5
2682	BR	2010	Before	Control	Snapshot	0	1
2683	BR	2010	Before	Control	Snapshot	1	4
2684	BR	2010	Before	Control	Snapshot	3	5
2685	BR	2010	Before	Control	Snapshot	3	3
2686	BR	2010	Before	Control	Snapshot	1	2
2687	BR	2010	Before	Control	Snapshot	6	11
2688	BR	2010	Before	Control	Snapshot	3	4
2689	BR	2010	Before	Control	Snapshot	1	1
2690	BR	2010	Before	Control	Snapshot	0	2
2691	BR	2010	Before	Control	Snapshot	2	4
2692	BR	2010	Before	Control	Snapshot	0	1
2693	BR	2010	Before	Control	Snapshot	3	3
2694	BR	2010	Before	Control	Snapshot	5	7
2695	BR	2010	Before	Control	Snapshot	2	2
2696	BR	2010	Before	Control	Snapshot	5	5
2697	BR	2010	Before	Control	Snapshot	0	1
2698	BR	2010	Before	Control	Snapshot	1	1
2699	BR	2010	Before	Control	Snapshot	5	7
2700	BR	2010	Before	Control	Snapshot	2	4
2701	BR	2010	Before	Control	Snapshot	2	2
2702	BR	2010	Before	Control	Snapshot	2	4
2703	BR	2010	Before	Control	Snapshot	1	6
2704	BR	2010	Before	Control	Snapshot	1	5
2705	BR	2010	Before	Control	Snapshot	1	1
2706	BR	2010	Before	Control	Snapshot	2	2
2707	BR	2010	Before	Control	Snapshot	10	12
2708	BR	2010	Before	Control	Snapshot	5	7
2709	BR	2010	Before	Control	Snapshot	8	9
2710	BR	2010	Before	Control	Snapshot	3	4
2711	BR	2010	Before	Control	Snapshot	4	5
2712	BR	2010	Before	Control	Snapshot	2	2
2713	BR	2010	Before	Control	Snapshot	0	1
2714	BR	2010	Before	Control	Snapshot	1	1
2715	BR	2010	Before	Control	Snapshot	6	6
2716	BR	2010	Before	Control	Snapshot	3	3
2717	BR	2010	Before	Control	Snapshot	4	5
2718	BR	2010	Before	Control	Snapshot	1	1
2719	BR	2010	Before	Control	Snapshot	2	2
2720	BR	2010	Before	Control	Snapshot	1	2
2721	BR	2010	Before	Control	Snapshot	0	1
2722	BR	2010	Before	Control	Snapshot	6	7
2723	BR	2010	Before	Control	Snapshot	6	6
2724	BR	2010	Before	Control	Snapshot	0	1
2725	BR	2010	Before	Control	Snapshot	2	2
2726	BR	2010	Before	Control	Snapshot	2	5
2727	BR	2010	Before	Control	Snapshot	4	7
2728	BR	2010	Before	Control	Snapshot	0	1
2729	BR	2010	Before	Control	Snapshot	0	1
2730	BR	2010	Before	Control	Snapshot	2	6
2731	BR	2011	After	Control	Snapshot	26	36
2732	BR	2011	After	Control	Snapshot	1	3
2733	BR	2011	After	Control	Snapshot	2	3
2734	BR	2011	After	Control	Snapshot	1	3
2735	BR	2011	After	Control	Snapshot	3	7
2736	BR	2011	After	Control	Snapshot	1	3
2737	BR	2011	After	Control	Snapshot	13	21
2738	BR	2011	After	Control	Snapshot	0	7
2739	BR	2011	After	Control	Snapshot	4	12
2740	BR	2011	After	Control	Snapshot	0	1
2741	BR	2011	After	Control	Snapshot	0	1
2742	BR	2011	After	Control	Snapshot	1	2
2743	BR	2011	After	Control	Snapshot	1	3
2744	BR	2011	After	Control	Snapshot	2	3
2745	BR	2011	After	Control	Snapshot	0	2
2746	BR	2011	After	Control	Snapshot	0	4
2747	BR	2011	After	Control	Snapshot	0	1
2748	BR	2011	After	Control	Snapshot	1	9
2749	BR	2011	After	Control	Snapshot	7	7
2750	BR	2011	After	Control	Snapshot	0	3
2751	BR	2011	After	Control	Snapshot	0	1
2752	BR	2011	After	Control	Snapshot	2	7
2753	BR	2011	After	Control	Snapshot	1	3
2754	BR	2011	After	Control	Snapshot	0	1
2755	BR	2011	After	Control	Snapshot	0	1
2756	BR	2011	After	Control	Snapshot	31	41
2757	BR	2011	After	Control	Snapshot	2	10
2758	BR	2011	After	Control	Snapshot	1	2
2759	BR	2011	After	Control	Snapshot	3	12
2760	BR	2011	After	Control	Snapshot	2	2
2761	BR	2011	After	Control	Snapshot	3	3
2762	BR	2011	After	Control	Snapshot	1	1
2763	BR	2011	After	Control	Snapshot	0	2
2764	BR	2011	After	Control	Snapshot	2	2
2765	BR	2011	After	Control	Snapshot	0	3
2766	BR	2011	After	Control	Snapshot	4	18
2767	BR	2011	After	Control	Snapshot	0	2
2768	BR	2011	After	Control	Snapshot	1	4
2769	BR	2011	After	Control	Snapshot	0	1
2770	BR	2011	After	Control	Snapshot	1	1
2771	BR	2011	After	Control	Snapshot	2	8
2772	BR	2011	After	Control	Snapshot	12	14
2773	BR	2011	After	Control	Snapshot	0	6
2774	BR	2011	After	Control	Snapshot	1	4
2775	BR	2011	After	Control	Snapshot	1	1
2776	BR	2011	After	Control	Snapshot	0	1
2777	BR	2011	After	Control	Snapshot	0	4
2778	BR	2011	After	Control	Snapshot	0	1
2779	BR	2011	After	Control	Snapshot	2	3
2780	BR	2011	After	Control	Snapshot	2	4
2781	BR	2011	After	Control	Snapshot	5	8
2782	BR	2011	After	Control	Snapshot	2	3
2783	BR	2011	After	Control	Snapshot	0	8
2784	BR	2011	After	Control	Snapshot	1	1
2785	BR	2011	After	Control	Snapshot	5	11
2786	BR	2011	After	Control	Snapshot	4	5
2787	BR	2011	After	Control	Snapshot	1	3
2788	BR	2011	After	Control	Snapshot	1	1
2789	BR	2011	After	Control	Snapshot	0	1
2790	BR	2011	After	Control	Snapshot	3	3
2791	BR	2011	After	Control	Snapshot	7	8
2792	BR	2011	After	Control	Snapshot	22	27
2793	BR	2011	After	Control	Snapshot	3	7
2794	BR	2011	After	Control	Snapshot	4	7
2795	BR	2011	After	Control	Snapshot	2	3
2796	BR	2011	After	Control	Snapshot	6	11
2797	BR	2011	After	Control	Snapshot	0	3
2798	BR	2011	After	Control	Snapshot	1	1
2799	BR	2011	After	Control	Snapshot	0	1
2800	BR	2011	After	Control	Snapshot	3	4
2801	BR	2011	After	Control	Snapshot	1	9
2802	BR	2011	After	Control	Snapshot	0	5
2803	BR	2011	After	Control	Snapshot	0	2
2804	BR	2011	After	Control	Snapshot	12	13
2805	BR	2011	After	Control	Snapshot	6	11
2806	BR	2011	After	Control	Snapshot	3	3
2807	BR	2011	After	Control	Snapshot	0	2
2808	BR	2011	After	Control	Snapshot	14	24
2809	BR	2011	After	Control	Snapshot	5	13
2810	BR	2011	After	Control	Snapshot	5	6
2811	BR	2011	After	Control	Snapshot	1	2
2812	BR	2011	After	Control	Snapshot	1	8
2813	BR	2011	After	Control	Snapshot	1	6
2814	BR	2011	After	Control	Snapshot	0	3
2815	BR	2011	After	Control	Snapshot	0	2
2816	BR	2011	After	Control	Marked racemes	2	2
2817	BR	2011	After	Control	Marked racemes	1	1
2818	BR	2011	After	Control	Marked racemes	2	2
2819	BR	2011	After	Control	Marked racemes	5	5
2820	BR	2011	After	Control	Marked racemes	0	1
2821	BR	2011	After	Control	Marked racemes	1	1
2822	BR	2011	After	Control	Marked racemes	1	1
2823	BR	2011	After	Control	Marked racemes	0	4
2824	BR	2011	After	Control	Marked racemes	2	3
2825	BR	2011	After	Control	Marked racemes	1	1
2826	BR	2011	After	Control	Marked racemes	1	2
2827	BR	2011	After	Control	Marked racemes	0	1
2828	BR	2011	After	Control	Marked racemes	1	1
2829	BR	2011	After	Control	Marked racemes	1	1
2830	BR	2011	After	Control	Marked racemes	1	1
2831	BR	2011	After	Control	Marked racemes	1	1
2832	BR	2011	After	Control	Marked racemes	0	1
2833	BR	2011	After	Control	Marked racemes	4	4
2834	BR	2011	After	Control	Marked racemes	0	1
2835	BR	2011	After	Control	Marked racemes	1	1
2836	BR	2011	After	Control	Marked racemes	1	1
2837	BR	2011	After	Control	Marked racemes	0	1
2838	BR	2011	After	Control	Marked racemes	6	6
2839	BR	2011	After	Control	Marked racemes	2	2
2840	BR	2011	After	Control	Marked racemes	1	1
2841	BR	2011	After	Control	Marked racemes	1	1
2842	BR	2011	After	Control	Marked racemes	2	3
2843	BR	2011	After	Control	Marked racemes	0	1
2844	BR	2011	After	Control	Marked racemes	1	1
2845	BR	2011	After	Control	Marked racemes	1	1
2846	BR	2011	After	Control	Marked racemes	0	4
2847	BR	2011	After	Control	Marked racemes	0	1
2848	BR	2011	After	Control	Marked racemes	1	1
2849	BR	2011	After	Control	Marked racemes	1	1
2850	BR	2011	After	Control	Marked racemes	0	1
2851	BR	2011	After	Control	Marked racemes	1	1
2852	BR	2011	After	Control	Marked racemes	2	2
2853	BR	2013	After	Control	Snapshot	6	9
2854	BR	2013	After	Control	Snapshot	2	2
2855	BR	2013	After	Control	Snapshot	2	7
2856	BR	2013	After	Control	Snapshot	6	14
2857	BR	2013	After	Control	Snapshot	4	6
2858	BR	2013	After	Control	Snapshot	12	26
2859	BR	2013	After	Control	Snapshot	6	9
2860	BR	2013	After	Control	Snapshot	14	23
2861	BR	2013	After	Control	Snapshot	10	13
2862	BR	2013	After	Control	Snapshot	0	1
2863	BR	2013	After	Control	Snapshot	4	6
2864	BR	2013	After	Control	Snapshot	4	6
2865	BR	2013	After	Control	Snapshot	2	7
2866	BR	2013	After	Control	Snapshot	1	4
2867	BR	2013	After	Control	Snapshot	7	11
2868	BR	2013	After	Control	Snapshot	7	16
2869	BR	2013	After	Control	Snapshot	13	23
2870	BR	2013	After	Control	Snapshot	7	15
2871	BR	2013	After	Control	Snapshot	12	17
2872	BR	2013	After	Control	Snapshot	32	59
2873	BR	2013	After	Control	Snapshot	6	10
2874	BR	2013	After	Control	Snapshot	2	4
2875	BR	2013	After	Control	Snapshot	2	4
2876	BR	2013	After	Control	Snapshot	3	4
2877	BR	2013	After	Control	Snapshot	5	13
2878	BR	2013	After	Control	Snapshot	4	4
2879	BR	2013	After	Control	Snapshot	19	24
2880	BR	2013	After	Control	Snapshot	1	1
2881	BR	2013	After	Control	Snapshot	9	9
2882	BR	2013	After	Control	Snapshot	5	10
2883	BR	2013	After	Control	Snapshot	5	7
2884	BR	2013	After	Control	Snapshot	0	4
2885	BR	2013	After	Control	Snapshot	4	6
2886	BR	2013	After	Control	Snapshot	15	30
2887	BR	2013	After	Control	Snapshot	2	4
2888	BR	2013	After	Control	Snapshot	5	5
2889	BR	2013	After	Control	Snapshot	2	4
2890	BR	2013	After	Control	Snapshot	11	14
2891	BR	2013	After	Control	Snapshot	1	1
2892	BR	2013	After	Control	Snapshot	2	5
2893	BR	2013	After	Control	Snapshot	1	3
2894	BR	2013	After	Control	Snapshot	5	9
2895	BR	2013	After	Control	Snapshot	5	11
2896	BR	2013	After	Control	Snapshot	2	5
2897	BR	2013	After	Control	Snapshot	4	5
2898	BR	2013	After	Control	Snapshot	2	4
2899	BR	2013	After	Control	Snapshot	1	3
2900	BR	2013	After	Control	Snapshot	5	5
2901	BR	2013	After	Control	Snapshot	15	27
2902	BR	2013	After	Control	Snapshot	2	8
2903	BR	2013	After	Control	Snapshot	7	8
2904	BR	2013	After	Control	Snapshot	2	4
2905	BR	2013	After	Control	Snapshot	1	4
2906	BR	2013	After	Control	Snapshot	6	21
2907	BR	2013	After	Control	Snapshot	6	8
2908	BR	2013	After	Control	Snapshot	3	10
2909	BR	2013	After	Control	Snapshot	3	9
2910	BR	2013	After	Control	Snapshot	10	15
2911	BR	2013	After	Control	Snapshot	1	1
2912	BR	2013	After	Control	Snapshot	3	8
2913	BR	2013	After	Control	Snapshot	2	3
2914	BR	2013	After	Control	Snapshot	0	2
2915	BR	2013	After	Control	Snapshot	1	7
2916	BR	2013	After	Control	Snapshot	0	2
2917	BR	2013	After	Control	Snapshot	2	4
2918	BR	2013	After	Control	Snapshot	5	5
2919	BR	2013	After	Control	Snapshot	1	2
2920	BR	2013	After	Control	Snapshot	1	2
2921	BR	2013	After	Control	Snapshot	4	5
2922	BR	2013	After	Control	Snapshot	2	4
2923	BR	2013	After	Control	Snapshot	2	8
2924	BR	2013	After	Control	Snapshot	1	17
2925	BR	2013	After	Control	Snapshot	5	15
2926	BR	2013	After	Control	Snapshot	8	10
2927	BR	2013	After	Control	Snapshot	0	10
2928	BR	2013	After	Control	Snapshot	6	8
2929	BR	2013	After	Control	Snapshot	6	9
2930	BR	2013	After	Control	Snapshot	17	27
2931	BR	2013	After	Control	Snapshot	4	11
2932	BR	2013	After	Control	Snapshot	2	2
2933	BR	2013	After	Control	Snapshot	12	13
2934	BR	2013	After	Control	Snapshot	0	1
2935	BR	2013	After	Control	Snapshot	0	4
2936	BR	2013	After	Control	Snapshot	2	3
2937	BR	2013	After	Control	Snapshot	1	5
2938	BR	2013	After	Control	Snapshot	0	3
2939	BR	2013	After	Control	Snapshot	1	5
2940	BR	2013	After	Control	Snapshot	0	1
2941	BR	2013	After	Control	Snapshot	0	1
2942	BR	2013	After	Control	Snapshot	1	2
2943	BR	2013	After	Control	Snapshot	5	9
2944	BR	2013	After	Control	Snapshot	2	4
2945	BR	2013	After	Control	Snapshot	4	17
2946	BR	2013	After	Control	Snapshot	4	8
2947	BR	2013	After	Control	Snapshot	0	1
2948	BR	2013	After	Control	Snapshot	1	1
2949	BR	2013	After	Control	Snapshot	3	6
2950	BR	2013	After	Control	Snapshot	0	1
2951	BR	2013	After	Control	Snapshot	1	3
2952	BR	2013	After	Control	Snapshot	1	2
2953	BR	2013	After	Control	Snapshot	3	5
